,Year,State,Table_Data,Footnote,High.Value,Low.Value,CPI.Average,High.2018,Low.2018
363,1974,New Mexico,1.30 - 1.60,,1.6,1.3,49.30833333,8.13,6.6
364,1974,New York,1.85,,1.85,1.85,49.30833333,9.39,9.39
365,1974,North Carolina,1.45,,1.45,1.45,49.30833333,7.36,7.36
366,1974,North Dakota,1.00 - 1.45,,1.45,1.0,49.30833333,7.36,5.08
367,1974,Ohio,.75 - 1.25(b),(b),1.25,0.75,49.30833333,6.35,3.81
368,1974,Oklahoma,1.40,,1.4,1.4,49.30833333,7.11,7.11
369,1974,Oregon,1.25`,,1.25,1.25,49.30833333,6.35,6.35
370,1974,Pennsylvania,1.60,,1.6,1.6,49.30833333,8.13,8.13
371,1974,Puerto Rico,.65 - 1.60,,1.6,0.65,49.30833333,8.13,3.3
372,1974,Rhode Island,1.60,,1.6,1.6,49.30833333,8.13,8.13
373,1974,South Carolina,...,,0.0,0.0,49.30833333,0.0,0.0
374,1974,South Dakota,1.00,,1.0,1.0,49.30833333,5.08,5.08
375,1974,Tennessee,...,,0.0,0.0,49.30833333,0.0,0.0
376,1974,Texas,1.40,,1.4,1.4,49.30833333,7.11,7.11
377,1974,U.S. Virgin Islands,,,,,49.30833333,,
378,1974,Utah,1.20 - 1.35(b),(b),1.35,1.2,49.30833333,6.86,6.09
379,1974,Vermont,1.60,,1.6,1.6,49.30833333,8.13,8.13
380,1974,Virginia,...,,0.0,0.0,49.30833333,0.0,0.0
381,1974,Washington,1.60,,1.6,1.6,49.30833333,8.13,8.13
382,1974,West Virginia,1.20,,1.2,1.2,49.30833333,6.09,6.09
383,1974,Wisconsin,1.45 (b),(b),1.45,1.45,49.30833333,7.36,7.36
384,1974,Wyoming,1.50,,1.5,1.5,49.30833333,7.62,7.62
385,1975,Alabama,...,,0.0,0.0,53.81666667,0.0,0.0
386,1975,Alaska,2.10,,2.1,2.1,53.81666667,9.77,9.77
387,1975,Arizona,18.72-26.40/wk(b),(b),0.66,0.46799999999999997,53.81666667,3.07,2.18
388,1975,Arkansas,1.20,,1.2,1.2,53.81666667,5.58,5.58
389,1975,California,1.65(b),(b),1.65,1.65,53.81666667,7.68,7.68
390,1975,Colorado,1.00 - 1.25(b),(b),1.25,1.0,53.81666667,5.82,4.65
391,1975,Connecticut,1.85,,1.85,1.85,53.81666667,8.61,8.61
392,1975,Delaware,1.60,,1.6,1.6,53.81666667,7.44,7.44
393,1975,District of Columbia,1.60 - 2.25,,2.25,1.6,53.81666667,10.47,7.44
394,1975,Federal (FLSA),$1.60,,1.6,1.6,53.81666667,7.44,7.44
395,1975,Florida,...,,0.0,0.0,53.81666667,0.0,0.0
396,1975,Georgia,1.25,,1.25,1.25,53.81666667,5.82,5.82
397,1975,Guam,1.90,,1.9,1.9,53.81666667,8.84,8.84
398,1975,Hawaii,1.60,,1.6,1.6,53.81666667,7.44,7.44
399,1975,Idaho,1.40,,1.4,1.4,53.81666667,6.51,6.51
400,1975,Illinois,1.40,,1.4,1.4,53.81666667,6.51,6.51
401,1975,Indiana,1.25,,1.25,1.25,53.81666667,5.82,5.82
402,1975,Iowa,...,,0.0,0.0,53.81666667,0.0,0.0
403,1975,Kansas,...,,0.0,0.0,53.81666667,0.0,0.0
404,1975,Kentucky,.65 - .75(b),(b),0.75,0.65,53.81666667,3.49,3.02
405,1975,Louisiana,...,,0.0,0.0,53.81666667,0.0,0.0
406,1975,Maine,1.40 - 1.80,,1.8,1.4,53.81666667,8.38,6.51
407,1975,Maryland,1.60,,1.6,1.6,53.81666667,7.44,7.44
408,1975,Massachusetts,1.75,,1.75,1.75,53.81666667,8.14,8.14
409,1975,Michigan,1.60,,1.6,1.6,53.81666667,7.44,7.44
410,1975,Minnesota,.75 - 1.60,,1.6,0.75,53.81666667,7.44,3.49
411,1975,Mississippi,...,,0.0,0.0,53.81666667,0.0,0.0
412,1975,Missouri,...,,0.0,0.0,53.81666667,0.0,0.0
413,1975,Montana,1.60,,1.6,1.6,53.81666667,7.44,7.44
414,1975,Nebraska,1.00,,1.0,1.0,53.81666667,4.65,4.65
415,1975,Nevada,1.60,,1.6,1.6,53.81666667,7.44,7.44
416,1975,New Hampshire,1.60,,1.6,1.6,53.81666667,7.44,7.44
417,1975,New Jersey,1.50,,1.5,1.5,53.81666667,6.98,6.98
418,1975,New Mexico,1.30 - 1.60,,1.6,1.3,53.81666667,7.44,6.05
419,1975,New York,1.85,,1.85,1.85,53.81666667,8.61,8.61
420,1975,North Carolina,1.45,,1.45,1.45,53.81666667,6.75,6.75
421,1975,North Dakota,1.00 - 1.45,,1.45,1.0,53.81666667,6.75,4.65
422,1975,Ohio,.75 - 1.25(b),(b),1.25,0.75,53.81666667,5.82,3.49
423,1975,Oklahoma,1.40,,1.4,1.4,53.81666667,6.51,6.51
424,1975,Oregon,1.25`,,1.25,1.25,53.81666667,5.82,5.82
425,1975,Pennsylvania,1.60,,1.6,1.6,53.81666667,7.44,7.44
426,1975,Puerto Rico,.65 - 1.60,,1.6,0.65,53.81666667,7.44,3.02
427,1975,Rhode Island,1.60,,1.6,1.6,53.81666667,7.44,7.44
428,1975,South Carolina,...,,0.0,0.0,53.81666667,0.0,0.0
429,1975,South Dakota,1.00,,1.0,1.0,53.81666667,4.65,4.65
430,1975,Tennessee,...,,0.0,0.0,53.81666667,0.0,0.0
431,1975,Texas,1.40,,1.4,1.4,53.81666667,6.51,6.51
432,1975,U.S. Virgin Islands,,,,,53.81666667,,
433,1975,Utah,1.20 - 1.35(b),(b),1.35,1.2,53.81666667,6.28,5.58
434,1975,Vermont,1.60,,1.6,1.6,53.81666667,7.44,7.44
435,1975,Virginia,...,,0.0,0.0,53.81666667,0.0,0.0
436,1975,Washington,1.60,,1.6,1.6,53.81666667,7.44,7.44
437,1975,West Virginia,1.20,,1.2,1.2,53.81666667,5.58,5.58
438,1975,Wisconsin,1.45 (b),(b),1.45,1.45,53.81666667,6.75,6.75
439,1975,Wyoming,1.50,,1.5,1.5,53.81666667,6.98,6.98
440,1976,Alabama,...,,0.0,0.0,56.90833333,0.0,0.0
441,1976,Alaska,2.80,,2.8,2.8,56.90833333,12.32,12.32
442,1976,Arizona, ...,,0.0,0.0,56.90833333,0.0,0.0
443,1976,Arkansas,1.90,,1.9,1.9,56.90833333,8.36,8.36
444,1976,California,2.00,,2.0,2.0,56.90833333,8.8,8.8
445,1976,Colorado,1.00 - 1.25(b),(b),1.25,1.0,56.90833333,5.5,4.4
446,1976,Connecticut,2.21 & 2.31,,2.31,2.21,56.90833333,10.16,9.72
447,1976,Delaware,2.00,,2.0,2.0,56.90833333,8.8,8.8
448,1976,District of Columbia,2.25 - 2.75,,2.75,2.25,56.90833333,12.1,9.9
449,1976,Federal (FLSA),$2.20 & $2.30,,2.3,2.2,56.90833333,10.12,9.68
450,1976,Florida,...,,0.0,0.0,56.90833333,0.0,0.0
451,1976,Georgia,1.25,,1.25,1.25,56.90833333,5.5,5.5
452,1976,Guam,2.30,,2.3,2.3,56.90833333,10.12,10.12
453,1976,Hawaii,2.40,,2.4,2.4,56.90833333,10.56,10.56
454,1976,Idaho,1.60,,1.6,1.6,56.90833333,7.04,7.04
455,1976,Illinois,2.10,,2.1,2.1,56.90833333,9.24,9.24
456,1976,Indiana,1.25,,1.25,1.25,56.90833333,5.5,5.5
457,1976,Iowa,...,,0.0,0.0,56.90833333,0.0,0.0
458,1976,Kansas,...,,0.0,0.0,56.90833333,0.0,0.0
459,1976,Kentucky,1.60,,1.6,1.6,56.90833333,7.04,7.04
460,1976,Louisiana,...,,0.0,0.0,56.90833333,0.0,0.0
461,1976,Maine,2.30,,2.3,2.3,56.90833333,10.12,10.12
462,1976,Maryland,2.20 & 2.30,,2.3,2.2,56.90833333,10.12,9.68
463,1976,Massachusetts,2.10,,2.1,2.1,56.90833333,9.24,9.24
464,1976,Michigan,2.20,,2.2,2.2,56.90833333,9.68,9.68
465,1976,Minnesota,1.80,,1.8,1.8,56.90833333,7.92,7.92
466,1976,Mississippi,...,,0.0,0.0,56.90833333,0.0,0.0
467,1976,Missouri,...,,0.0,0.0,56.90833333,0.0,0.0
468,1976,Montana,1.80,,1.8,1.8,56.90833333,7.92,7.92
469,1976,Nebraska,1.60,,1.6,1.6,56.90833333,7.04,7.04
470,1976,Nevada,2.20 & 2.30,,2.3,2.2,56.90833333,10.12,9.68
471,1976,New Hampshire,2.20 - 2.30,,2.3,2.2,56.90833333,10.12,9.68
472,1976,New Jersey,2.20,,2.2,2.2,56.90833333,9.68,9.68
473,1976,New Mexico,2.00,,2.0,2.0,56.90833333,8.8,8.8
474,1976,New York,2.30,,2.3,2.3,56.90833333,10.12,10.12
475,1976,North Carolina,2.00,,2.0,2.0,56.90833333,8.8,8.8
476,1976,North Dakota,2.00 - 2.30,,2.3,2.0,56.90833333,10.12,8.8
477,1976,Ohio,1.60,,1.6,1.6,56.90833333,7.04,7.04
478,1976,Oklahoma,1.80,,1.8,1.8,56.90833333,7.92,7.92
479,1976,Oregon,2.30,,2.3,2.3,56.90833333,10.12,10.12
480,1976,Pennsylvania,2.20,,2.2,2.2,56.90833333,9.68,9.68
481,1976,Puerto Rico,.76 - 2.50,,2.5,0.76,56.90833333,11.0,3.34
482,1976,Rhode Island,2.30,,2.3,2.3,56.90833333,10.12,10.12
483,1976,South Carolina,...,,0.0,0.0,56.90833333,0.0,0.0
484,1976,South Dakota,2.00,,2.0,2.0,56.90833333,8.8,8.8
485,1976,Tennessee,...,,0.0,0.0,56.90833333,0.0,0.0
486,1976,Texas,1.40,,1.4,1.4,56.90833333,6.16,6.16
487,1976,U.S. Virgin Islands,,,,,56.90833333,,
488,1976,Utah,1.55 - 1.70(b),(b),1.7,1.55,56.90833333,7.48,6.82
489,1976,Vermont,2.30,,2.3,2.3,56.90833333,10.12,10.12
490,1976,Virginia,2.00,,2.0,2.0,56.90833333,8.8,8.8
491,1976,Washington,2.20 - 2.30,,2.3,2.2,56.90833333,10.12,9.68
492,1976,West Virginia,2.00,,2.0,2.0,56.90833333,8.8,8.8
493,1976,Wisconsin,2.10,,2.1,2.1,56.90833333,9.24,9.24
494,1976,Wyoming,1.60,,1.6,1.6,56.90833333,7.04,7.04
495,1977,Alabama,...,,0.0,0.0,60.60833333,0.0,0.0
496,1977,Alaska,2.80,,2.8,2.8,60.60833333,11.57,11.57
497,1977,Arizona, ...,,0.0,0.0,60.60833333,0.0,0.0
498,1977,Arkansas,1.90,,1.9,1.9,60.60833333,7.85,7.85
499,1977,California,2.00,,2.0,2.0,60.60833333,8.26,8.26
500,1977,Colorado,1.00 - 1.25(b),(b),1.25,1.0,60.60833333,5.16,4.13
501,1977,Connecticut,2.21 & 2.31,,2.31,2.21,60.60833333,9.54,9.13
502,1977,Delaware,2.00,,2.0,2.0,60.60833333,8.26,8.26
503,1977,District of Columbia,2.25 - 2.75,,2.75,2.25,60.60833333,11.36,9.3
504,1977,Federal (FLSA),$2.20 & $2.30,,2.3,2.2,60.60833333,9.5,9.09
505,1977,Florida,...,,0.0,0.0,60.60833333,0.0,0.0
506,1977,Georgia,1.25,,1.25,1.25,60.60833333,5.16,5.16
507,1977,Guam,2.30,,2.3,2.3,60.60833333,9.5,9.5
508,1977,Hawaii,2.40,,2.4,2.4,60.60833333,9.92,9.92
509,1977,Idaho,1.60,,1.6,1.6,60.60833333,6.61,6.61
510,1977,Illinois,2.10,,2.1,2.1,60.60833333,8.68,8.68
511,1977,Indiana,1.25,,1.25,1.25,60.60833333,5.16,5.16
512,1977,Iowa,...,,0.0,0.0,60.60833333,0.0,0.0
513,1977,Kansas,...,,0.0,0.0,60.60833333,0.0,0.0
514,1977,Kentucky,1.60,,1.6,1.6,60.60833333,6.61,6.61
515,1977,Louisiana,...,,0.0,0.0,60.60833333,0.0,0.0
516,1977,Maine,2.30,,2.3,2.3,60.60833333,9.5,9.5
517,1977,Maryland,2.20 & 2.30,,2.3,2.2,60.60833333,9.5,9.09
518,1977,Massachusetts,2.10,,2.1,2.1,60.60833333,8.68,8.68
519,1977,Michigan,2.20,,2.2,2.2,60.60833333,9.09,9.09
520,1977,Minnesota,1.80,,1.8,1.8,60.60833333,7.44,7.44
521,1977,Mississippi,...,,0.0,0.0,60.60833333,0.0,0.0
522,1977,Missouri,...,,0.0,0.0,60.60833333,0.0,0.0
523,1977,Montana,1.80,,1.8,1.8,60.60833333,7.44,7.44
524,1977,Nebraska,1.60,,1.6,1.6,60.60833333,6.61,6.61
525,1977,Nevada,2.20 & 2.30,,2.3,2.2,60.60833333,9.5,9.09
526,1977,New Hampshire,2.20 - 2.30,,2.3,2.2,60.60833333,9.5,9.09
527,1977,New Jersey,2.20,,2.2,2.2,60.60833333,9.09,9.09
528,1977,New Mexico,2.00,,2.0,2.0,60.60833333,8.26,8.26
529,1977,New York,2.30,,2.3,2.3,60.60833333,9.5,9.5
530,1977,North Carolina,2.00,,2.0,2.0,60.60833333,8.26,8.26
531,1977,North Dakota,2.00 - 2.30,,2.3,2.0,60.60833333,9.5,8.26
532,1977,Ohio,1.60,,1.6,1.6,60.60833333,6.61,6.61
533,1977,Oklahoma,1.80,,1.8,1.8,60.60833333,7.44,7.44
534,1977,Oregon,2.30,,2.3,2.3,60.60833333,9.5,9.5
535,1977,Pennsylvania,2.20,,2.2,2.2,60.60833333,9.09,9.09
536,1977,Puerto Rico,.76 - 2.50,,2.5,0.76,60.60833333,10.33,3.14
537,1977,Rhode Island,2.30,,2.3,2.3,60.60833333,9.5,9.5
538,1977,South Carolina,...,,0.0,0.0,60.60833333,0.0,0.0
539,1977,South Dakota,2.00,,2.0,2.0,60.60833333,8.26,8.26
540,1977,Tennessee,...,,0.0,0.0,60.60833333,0.0,0.0
541,1977,Texas,1.40,,1.4,1.4,60.60833333,5.78,5.78
542,1977,U.S. Virgin Islands,,,,,60.60833333,,
543,1977,Utah,1.55 - 1.70(b),(b),1.7,1.55,60.60833333,7.02,6.4
544,1977,Vermont,2.30,,2.3,2.3,60.60833333,9.5,9.5
545,1977,Virginia,2.00,,2.0,2.0,60.60833333,8.26,8.26
546,1977,Washington,2.20 - 2.30,,2.3,2.2,60.60833333,9.5,9.09
547,1977,West Virginia,2.00,,2.0,2.0,60.60833333,8.26,8.26
548,1977,Wisconsin,2.10,,2.1,2.1,60.60833333,8.68,8.68
549,1977,Wyoming,1.60,,1.6,1.6,60.60833333,6.61,6.61
550,1978,Alabama,...,,0.0,0.0,65.23333333,0.0,0.0
551,1978,Alaska,2.80,,2.8,2.8,65.23333333,10.75,10.75
552,1978,Arizona, ...,,0.0,0.0,65.23333333,0.0,0.0
553,1978,Arkansas,1.90,,1.9,1.9,65.23333333,7.29,7.29
554,1978,California,2.00,,2.0,2.0,65.23333333,7.68,7.68
555,1978,Colorado,1.00 - 1.25(b),(b),1.25,1.0,65.23333333,4.8,3.84
556,1978,Connecticut,2.21 & 2.31,,2.31,2.21,65.23333333,8.87,8.48
557,1978,Delaware,2.00,,2.0,2.0,65.23333333,7.68,7.68
558,1978,District of Columbia,2.25 - 2.75,,2.75,2.25,65.23333333,10.56,8.64
559,1978,Federal (FLSA),$2.20 & $2.30,,2.3,2.2,65.23333333,8.83,8.44
560,1978,Florida,...,,0.0,0.0,65.23333333,0.0,0.0
561,1978,Georgia,1.25,,1.25,1.25,65.23333333,4.8,4.8
562,1978,Guam,2.30,,2.3,2.3,65.23333333,8.83,8.83
563,1978,Hawaii,2.40,,2.4,2.4,65.23333333,9.21,9.21
564,1978,Idaho,1.60,,1.6,1.6,65.23333333,6.14,6.14
565,1978,Illinois,2.10,,2.1,2.1,65.23333333,8.06,8.06
566,1978,Indiana,1.25,,1.25,1.25,65.23333333,4.8,4.8
567,1978,Iowa,...,,0.0,0.0,65.23333333,0.0,0.0
568,1978,Kansas,...,,0.0,0.0,65.23333333,0.0,0.0
569,1978,Kentucky,1.60,,1.6,1.6,65.23333333,6.14,6.14
570,1978,Louisiana,...,,0.0,0.0,65.23333333,0.0,0.0
571,1978,Maine,2.30,,2.3,2.3,65.23333333,8.83,8.83
572,1978,Maryland,2.20 & 2.30,,2.3,2.2,65.23333333,8.83,8.44
573,1978,Massachusetts,2.10,,2.1,2.1,65.23333333,8.06,8.06
574,1978,Michigan,2.20,,2.2,2.2,65.23333333,8.44,8.44
575,1978,Minnesota,1.80,,1.8,1.8,65.23333333,6.91,6.91
576,1978,Mississippi,...,,0.0,0.0,65.23333333,0.0,0.0
577,1978,Missouri,...,,0.0,0.0,65.23333333,0.0,0.0
578,1978,Montana,1.80,,1.8,1.8,65.23333333,6.91,6.91
579,1978,Nebraska,1.60,,1.6,1.6,65.23333333,6.14,6.14
580,1978,Nevada,2.20 & 2.30,,2.3,2.2,65.23333333,8.83,8.44
581,1978,New Hampshire,2.20 - 2.30,,2.3,2.2,65.23333333,8.83,8.44
582,1978,New Jersey,2.20,,2.2,2.2,65.23333333,8.44,8.44
583,1978,New Mexico,2.00,,2.0,2.0,65.23333333,7.68,7.68
584,1978,New York,2.30,,2.3,2.3,65.23333333,8.83,8.83
585,1978,North Carolina,2.00,,2.0,2.0,65.23333333,7.68,7.68
586,1978,North Dakota,2.00 - 2.30,,2.3,2.0,65.23333333,8.83,7.68
587,1978,Ohio,1.60,,1.6,1.6,65.23333333,6.14,6.14
588,1978,Oklahoma,1.80,,1.8,1.8,65.23333333,6.91,6.91
589,1978,Oregon,2.30,,2.3,2.3,65.23333333,8.83,8.83
590,1978,Pennsylvania,2.20,,2.2,2.2,65.23333333,8.44,8.44
591,1978,Puerto Rico,.76 - 2.50,,2.5,0.76,65.23333333,9.6,2.92
592,1978,Rhode Island,2.30,,2.3,2.3,65.23333333,8.83,8.83
593,1978,South Carolina,...,,0.0,0.0,65.23333333,0.0,0.0
594,1978,South Dakota,2.00,,2.0,2.0,65.23333333,7.68,7.68
595,1978,Tennessee,...,,0.0,0.0,65.23333333,0.0,0.0
596,1978,Texas,1.40,,1.4,1.4,65.23333333,5.37,5.37
597,1978,U.S. Virgin Islands,,,,,65.23333333,,
598,1978,Utah,1.55 - 1.70(b),(b),1.7,1.55,65.23333333,6.53,5.95
599,1978,Vermont,2.30,,2.3,2.3,65.23333333,8.83,8.83
600,1978,Virginia,2.00,,2.0,2.0,65.23333333,7.68,7.68
601,1978,Washington,2.20 - 2.30,,2.3,2.2,65.23333333,8.83,8.44
602,1978,West Virginia,2.00,,2.0,2.0,65.23333333,7.68,7.68
603,1978,Wisconsin,2.10,,2.1,2.1,65.23333333,8.06,8.06
604,1978,Wyoming,1.60,,1.6,1.6,65.23333333,6.14,6.14
605,1979,Alabama,...,,0.0,0.0,72.575,0.0,0.0
606,1979,Alaska,3.40,,3.4,3.4,72.575,11.73,11.73
607,1979,Arizona,...,,0.0,0.0,72.575,0.0,0.0
608,1979,Arkansas,2.30,,2.3,2.3,72.575,7.94,7.94
609,1979,California,2.90,,2.9,2.9,72.575,10.01,10.01
610,1979,Colorado,1.90,,1.9,1.9,72.575,6.56,6.56
611,1979,Connecticut,2.91,,2.91,2.91,72.575,10.04,10.04
612,1979,Delaware,2.00,,2.0,2.0,72.575,6.9,6.9
613,1979,District of Columbia,2.46 - 3.00,,3.0,2.46,72.575,10.35,8.49
614,1979,Federal (FLSA),$2.90,,2.9,2.9,72.575,10.01,10.01
615,1979,Florida,...,,0.0,0.0,72.575,0.0,0.0
616,1979,Georgia,1.23,,1.23,1.23,72.575,4.24,4.24
617,1979,Guam,2.90,,2.9,2.9,72.575,10.01,10.01
618,1979,Hawaii,2.65,,2.65,2.65,72.575,9.14,9.14
619,1979,Idaho,2.30,,2.3,2.3,72.575,7.94,7.94
620,1979,Illinois,2.30,,2.3,2.3,72.575,7.94,7.94
621,1979,Indiana,2.00,,2.0,2.0,72.575,6.9,6.9
622,1979,Iowa,...,,0.0,0.0,72.575,0.0,0.0
623,1979,Kansas,1.60,,1.6,1.6,72.575,5.52,5.52
624,1979,Kentucky,2.00,,2.0,2.0,72.575,6.9,6.9
625,1979,Louisiana,...,,0.0,0.0,72.575,0.0,0.0
626,1979,Maine,2.90,,2.9,2.9,72.575,10.01,10.01
627,1979,Maryland,2.90,,2.9,2.9,72.575,10.01,10.01
628,1979,Massachusetts,2.90,,2.9,2.9,72.575,10.01,10.01
629,1979,Michigan,2.90,,2.9,2.9,72.575,10.01,10.01
630,1979,Minnesota,2.30,,2.3,2.3,72.575,7.94,7.94
631,1979,Mississippi,...,,0.0,0.0,72.575,0.0,0.0
632,1979,Missouri,...,,0.0,0.0,72.575,0.0,0.0
633,1979,Montana,2.00,,2.0,2.0,72.575,6.9,6.9
634,1979,Nebraska,1.60,,1.6,1.6,72.575,5.52,5.52
635,1979,Nevada,2.75,,2.75,2.75,72.575,9.49,9.49
636,1979,New Hampshire,2.90,,2.9,2.9,72.575,10.01,10.01
637,1979,New Jersey,2.50,,2.5,2.5,72.575,8.63,8.63
638,1979,New Mexico,2.30,,2.3,2.3,72.575,7.94,7.94
639,1979,New York,2.90,,2.9,2.9,72.575,10.01,10.01
640,1979,North Carolina,2.50,,2.5,2.5,72.575,8.63,8.63
641,1979,North Dakota,2.10 - 2.30,,2.3,2.1,72.575,7.94,7.25
642,1979,Ohio,2.30,,2.3,2.3,72.575,7.94,7.94
643,1979,Oklahoma,2.00,,2.0,2.0,72.575,6.9,6.9
644,1979,Oregon,2.30,,2.3,2.3,72.575,7.94,7.94
645,1979,Pennsylvania,2.90,,2.9,2.9,72.575,10.01,10.01
646,1979,Puerto Rico,1.20 - 2.50,,2.5,1.2,72.575,8.63,4.14
647,1979,Rhode Island,2.30,,2.3,2.3,72.575,7.94,7.94
648,1979,South Carolina,...,,0.0,0.0,72.575,0.0,0.0
649,1979,South Dakota,2.30,,2.3,2.3,72.575,7.94,7.94
650,1979,Tennessee,...,,0.0,0.0,72.575,0.0,0.0
651,1979,Texas,1.40,,1.4,1.4,72.575,4.83,4.83
652,1979,U.S. Virgin Islands,2.90,,2.9,2.9,72.575,10.01,10.01
653,1979,Utah,2.20 - 2.45(b),(b),2.45,2.2,72.575,8.45,7.59
654,1979,Vermont,2.90,,2.9,2.9,72.575,10.01,10.01
655,1979,Virginia,2.35,,2.35,2.35,72.575,8.11,8.11
656,1979,Washington,2.30,,2.3,2.3,72.575,7.94,7.94
657,1979,West Virginia,2.20,,2.2,2.2,72.575,7.59,7.59
658,1979,Wisconsin,2.80,,2.8,2.8,72.575,9.66,9.66
659,1979,Wyoming,1.60,,1.6,1.6,72.575,5.52,5.52
660,1980,Alabama,...,,0.0,0.0,82.40833333,0.0,0.0
661,1980,Alaska,3.60,,3.6,3.6,82.40833333,10.94,10.94
662,1980,Arizona,...,,0.0,0.0,82.40833333,0.0,0.0
663,1980,Arkansas,2.55,,2.55,2.55,82.40833333,7.75,7.75
664,1980,California,2.90,,2.9,2.9,82.40833333,8.81,8.81
665,1980,Colorado,1.90,,1.9,1.9,82.40833333,5.77,5.77
666,1980,Connecticut,3.12,,3.12,3.12,82.40833333,9.48,9.48
667,1980,Delaware,2.00,,2.0,2.0,82.40833333,6.08,6.08
668,1980,District of Columbia,2.50 - 3.50,,3.5,2.5,82.40833333,10.63,7.6
669,1980,Federal (FLSA),$3.10,,3.1,3.1,82.40833333,9.42,9.42
670,1980,Florida,...,,0.0,0.0,82.40833333,0.0,0.0
671,1980,Georgia,1.25,,1.25,1.25,82.40833333,3.8,3.8
672,1980,Guam,3.10,,3.1,3.1,82.40833333,9.42,9.42
673,1980,Hawaii,2.90,,2.9,2.9,82.40833333,8.81,8.81
674,1980,Idaho,2.30,,2.3,2.3,82.40833333,6.99,6.99
675,1980,Illinois,2.30,,2.3,2.3,82.40833333,6.99,6.99
676,1980,Indiana,2.00,,2.0,2.0,82.40833333,6.08,6.08
677,1980,Iowa,...,,0.0,0.0,82.40833333,0.0,0.0
678,1980,Kansas,1.60,,1.6,1.6,82.40833333,4.86,4.86
679,1980,Kentucky,2.15,,2.15,2.15,82.40833333,6.53,6.53
680,1980,Louisiana,...,,0.0,0.0,82.40833333,0.0,0.0
681,1980,Maine,3.10,,3.1,3.1,82.40833333,9.42,9.42
682,1980,Maryland,3.10,,3.1,3.1,82.40833333,9.42,9.42
683,1980,Massachusetts,3.10,,3.1,3.1,82.40833333,9.42,9.42
684,1980,Michigan,3.10,,3.1,3.1,82.40833333,9.42,9.42
685,1980,Minnesota,2.90,,2.9,2.9,82.40833333,8.81,8.81
686,1980,Mississippi,...,,0.0,0.0,82.40833333,0.0,0.0
687,1980,Missouri,...,,0.0,0.0,82.40833333,0.0,0.0
688,1980,Montana,2.00,,2.0,2.0,82.40833333,6.08,6.08
689,1980,Nebraska,1.60,,1.6,1.6,82.40833333,4.86,4.86
690,1980,Nevada,2.75,,2.75,2.75,82.40833333,8.36,8.36
691,1980,New Hampshire,3.10,,3.1,3.1,82.40833333,9.42,9.42
692,1980,New Jersey,3.10,,3.1,3.1,82.40833333,9.42,9.42
693,1980,New Mexico,2.65,,2.65,2.65,82.40833333,8.05,8.05
694,1980,New York,3.10,,3.1,3.1,82.40833333,9.42,9.42
695,1980,North Carolina,2.75,,2.75,2.75,82.40833333,8.36,8.36
696,1980,North Dakota,2.60 - 3.10,,3.1,2.6,82.40833333,9.42,7.9
697,1980,Ohio,2.30,,2.3,2.3,82.40833333,6.99,6.99
698,1980,Oklahoma,2.00,,2.0,2.0,82.40833333,6.08,6.08
699,1980,Oregon,2.90,,2.9,2.9,82.40833333,8.81,8.81
700,1980,Pennsylvania,3.10,,3.1,3.1,82.40833333,9.42,9.42
701,1980,Puerto Rico,1.20 - 2.50,,2.5,1.2,82.40833333,7.6,3.65
702,1980,Rhode Island,2.65,,2.65,2.65,82.40833333,8.05,8.05
703,1980,South Carolina,...,,0.0,0.0,82.40833333,0.0,0.0
704,1980,South Dakota,2.30,,2.3,2.3,82.40833333,6.99,6.99
705,1980,Tennessee,...,,0.0,0.0,82.40833333,0.0,0.0
706,1980,Texas,1.40,,1.4,1.4,82.40833333,4.25,4.25
707,1980,U.S. Virgin Islands,3.10,,3.1,3.1,82.40833333,9.42,9.42
708,1980,Utah,2.35 - 2.60(b),(b),2.6,2.35,82.40833333,7.9,7.14
709,1980,Vermont,3.10,,3.1,3.1,82.40833333,9.42,9.42
710,1980,Virginia,2.35,,2.35,2.35,82.40833333,7.14,7.14
711,1980,Washington,2.30,,2.3,2.3,82.40833333,6.99,6.99
712,1980,West Virginia,2.20,,2.2,2.2,82.40833333,6.68,6.68
713,1980,Wisconsin,3.00,,3.0,3.0,82.40833333,9.12,9.12
714,1980,Wyoming,1.60,,1.6,1.6,82.40833333,4.86,4.86
715,1981,Alabama,...,,0.0,0.0,90.925,0.0,0.0
716,1981,Alaska,3.85,,3.85,3.85,90.925,10.6,10.6
717,1981,Arizona,...,,0.0,0.0,90.925,0.0,0.0
718,1981,Arkansas,2.70,,2.7,2.7,90.925,7.44,7.44
719,1981,California,3.35,,3.35,3.35,90.925,9.23,9.23
720,1981,Colorado,1.90,,1.9,1.9,90.925,5.23,5.23
721,1981,Connecticut,3.37,,3.37,3.37,90.925,9.28,9.28
722,1981,Delaware,2.00,,2.0,2.0,90.925,5.51,5.51
723,1981,District of Columbia,2.50 - 3.75,,3.75,2.5,90.925,10.33,6.88
724,1981,Federal (FLSA),$3.35,,3.35,3.35,90.925,9.23,9.23
725,1981,Florida,...,,0.0,0.0,90.925,0.0,0.0
726,1981,Georgia,1.25,,1.25,1.25,90.925,3.44,3.44
727,1981,Guam,3.35,,3.35,3.35,90.925,9.23,9.23
728,1981,Hawaii,3.10,,3.1,3.1,90.925,8.54,8.54
729,1981,Idaho,2.30,,2.3,2.3,90.925,6.33,6.33
730,1981,Illinois,2.30,,2.3,2.3,90.925,6.33,6.33
